year,month,date,time,location,indicator,unit,value,latitude,longitude
2019,July,11/7/2019,2:00,ICRISAT Patancheru,RH,%,75.62,17.514423,78.274611
2019,July,11/7/2019,2:00,ICRISAT Patancheru,WS,m/s,1.65,17.514423,78.274611
2019,July,11/7/2019,2:00,ICRISAT Patancheru,WD,°,255,17.514423,78.274611
2019,July,11/7/2019,2:00,ICRISAT Patancheru,SR,W/m²,19.82,17.514423,78.274611
2019,July,11/7/2019,2:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,2:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.3435,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.3504,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.2226,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,12,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,35,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,26.3,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,71.2,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,5,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,254,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,708,17.527465,78.176807
2019,July,11/7/2019,2:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,2:00,Sanathnagar,CO,mg/m³,0.44655,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,Ozone,µg/m³,5.292,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,NO,µg/m³,2.952,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,NO2,µg/m³,9.776,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,NOx,ppb,7.5,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,SO2,µg/m³,2.882,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,PM2.5,µg/m³,13,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,Benzene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,Toluene,µg/m³,0.2262,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,AT,°C,25.45,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,RH,%,67.08,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,BP,mmHg,703,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,WD,°,261,17.457121,78.443493
2019,July,11/7/2019,2:00,Sanathnagar,WS,m/s,3.02,17.457121,78.443493
2019,July,11/7/2019,2:00,Zoo Park,CO,mg/m³,0.1603,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,Ozone,µg/m³,27.44,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,NO,µg/m³,0.615,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,NO2,µg/m³,13.912,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,NOx,ppb,8,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,NH3,µg/m³,5.11,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,SO2,µg/m³,1.5196,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,PM2.5,µg/m³,20,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,PM10,µg/m³,37,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,AT,°C,27.4,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,RH,%,70.1,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,WS,m/s,1.7,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,WD,°,308,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,SR,W/m²,32,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,BP,mmHg,703,17.349694,78.451437
2019,July,11/7/2019,2:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.229,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.6836,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,5.658,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,55.4788,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,34.11,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,9.757999,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,5.2662,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,16,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,29,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.0319,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.2639,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,AT,°C,24.59,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,RH,%,74.9,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,4.1,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,WD,°,228,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,17,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,3:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,3:00,Central University,CO,mg/m³,0.33205,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,Ozone,µg/m³,17.052,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,SO2,µg/m³,3.275,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,PM2.5,µg/m³,7,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,PM10,µg/m³,30,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,Benzene,µg/m³,0.0638,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,Toluene,µg/m³,0.0377,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,AT,°C,23.7,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,RH,%,75.4,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,WS,m/s,3.2,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,WD,°,246,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,SR,W/m²,2,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,BP,mmHg,704,17.460103,78.334361
2019,July,11/7/2019,3:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,3:00,ICRISAT Patancheru,CO,mg/m³,0.1832,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,Ozone,µg/m³,12.0932,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,NO,µg/m³,1.2915,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,NO2,µg/m³,7.426,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,NOx,ppb,5,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,NH3,µg/m³,3.71,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,SO2,µg/m³,4.192,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,PM2.5,µg/m³,20,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,PM10,µg/m³,30,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,AT,°C,27.9,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,RH,%,77.83,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,WS,m/s,1.47,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,WD,°,250,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,SR,W/m²,19.66,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,3:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.35495,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,4.3904,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.7466,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,10,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,48,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,26,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,73.3,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,4.6,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,254,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,BP,mmHg,707,17.527465,78.176807
2019,July,11/7/2019,3:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RF,mm,0,17.527465,78.176807
2019,July,11/7/2019,3:00,Sanathnagar,CO,mg/m³,0.3206,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,Ozone,µg/m³,5.096,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,NO,µg/m³,2.337,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,NO2,µg/m³,6.956,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,NOx,ppb,5.7,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,SO2,µg/m³,3.144,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,PM2.5,µg/m³,13,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,Benzene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,Toluene,µg/m³,0.1508,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,Xylene,µg/m³,0,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,AT,°C,25.15,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,RH,%,69.22,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,BP,mmHg,703,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,SR,W/m²,2,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,WD,°,265,17.457121,78.443493
2019,July,11/7/2019,3:00,Sanathnagar,WS,m/s,2.64,17.457121,78.443493
2019,July,11/7/2019,3:00,Zoo Park,CO,mg/m³,0.1603,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,Ozone,µg/m³,25.088,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,NO,µg/m³,0.738,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,NO2,µg/m³,12.972,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,NOx,ppb,7.5,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,NH3,µg/m³,5.11,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,SO2,µg/m³,1.4672,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,PM2.5,µg/m³,16,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,PM10,µg/m³,31,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,Benzene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,Toluene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,Xylene,µg/m³,,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,AT,°C,27.1,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,RH,%,72.4,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,WS,m/s,1.5,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,WD,°,308,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,SR,W/m²,32,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,BP,mmHg,703,17.349694,78.451437
2019,July,11/7/2019,3:00,Zoo Park,RF,mm,0,17.349694,78.451437
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.21755,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,8.134,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,NO,µg/m³,4.9323,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,NO2,µg/m³,41.0968,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,NOx,ppb,25.87,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,NH3,µg/m³,9.688,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,SO2,µg/m³,4.9256,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,14,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,PM10,µg/m³,37,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0.0319,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0.1885,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,AT,°C,24.29,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,RH,%,76.4,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,WS,m/s,3.8,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,WD,°,227,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,SR,W/m²,17,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,BP,mmHg,713,17.540891,78.358528
2019,July,11/7/2019,4:00,BollaIDA Pashamylaram Industrial Area,RF,mm,0,17.540891,78.358528
2019,July,11/7/2019,4:00,Central University,CO,mg/m³,0.3206,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,Ozone,µg/m³,17.64,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,NO,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,NO2,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,NOx,PPB,,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,NH3,µg/m³,,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,SO2,µg/m³,3.275,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,PM2.5,µg/m³,4,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,PM10,µg/m³,19,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,Benzene,µg/m³,0.0319,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,Toluene,µg/m³,0.0377,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,Xylene,µg/m³,0,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,AT,°C,23.5,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,RH,%,76.3,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,WS,m/s,3.1,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,WD,°,245,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,SR,W/m²,2,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,BP,mmHg,704,17.460103,78.334361
2019,July,11/7/2019,4:00,Central University,RF,mm,0,17.460103,78.334361
2019,July,11/7/2019,4:00,ICRISAT Patancheru,CO,mg/m³,0.2748,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,Ozone,µg/m³,13.328,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,NO,µg/m³,0.3567,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,NO2,µg/m³,4.5308,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,NOx,ppb,2.69,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,NH3,µg/m³,4.403,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,SO2,µg/m³,6.0784,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,PM2.5,µg/m³,17,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,PM10,µg/m³,27,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,Benzene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,Toluene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,Xylene,µg/m³,0,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,AT,°C,27.75,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,RH,%,78.62,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,WS,m/s,1.58,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,WD,°,247,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,SR,W/m²,19.67,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,BP,mmHg,726,17.514423,78.274611
2019,July,11/7/2019,4:00,ICRISAT Patancheru,RF,mm,0,17.514423,78.274611
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,CO,mg/m³,0.33205,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Ozone,µg/m³,6.1544,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NO2,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NOx,ppb,,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,NH3,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SO2,µg/m³,3.93,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM2.5,µg/m³,21,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,PM10,µg/m³,,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Benzene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Toluene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,Xylene,µg/m³,0,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,AT,°C,25.8,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,RH,%,74,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WS,m/s,4.8,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,WD,°,259,17.527465,78.176807
2019,July,11/7/2019,4:00,IDA PashamylaBollaIDA Pashamylaram Industrial Area,SR,W/m²,6,17.527465,78.176807
